"","User","Tweet","Cluster","Lem"
"4252","leiftur"," как я однажды ляпнула смарт для педиков XDD","2","  как я однажды ляпнуть смарт для педик XDD "
"4253","leiftur","Мне сегодня приснилось что я водитель гноммобиля","2"," я сегодня присниться что я водитель гноммобиль "
"4254","leiftur"," Я сама ещё не умею","2","  я сам еще не уметь "
"4255","leiftur"," дааа друг мой спасибо","2","  дааа друг мой спасибо "
"4256","leiftur"," надеюсь ","2","  надеяться  "
"4257","leiftur","Два месяца назад я проехала первый круг на авто а сегодня было последнее занятие Быстро время идёт","2"," два месяц назад я проехать первый круг на авто а сегодня быть последний занятие быстро время идти "
"4258","leiftur","Раньше батареек от геймпада хватало на год Теперь  на сезон Кхм оО Подозрительно D","2"," рано батарейка от геймпада хватать на год теперь  на сезон Кхм оО подозрительно D "
"4259","leiftur","У меня есть для вас несколько вопросов Один из них первый 
Люблю калининградское телевидение","2"," у я быть для вы несколько вопрос один из они первый "
"4260","leiftur","Утро  декабря Я в полном одиночестве езжу по площадке больше учебных машин нет  Красота ","2"," утро  декабрь я в полный одиночество ездить по площадка много учебный машина нет  красота  "
"4261","leiftur"," ну дык мы именно потому и общаемся DDDD просто иногда полезно немножко поудивляться тому как все странно вокруг D","2","  ну дык мы именно потому и общаться DDDD просто иногда полезно немножко поудивляться то как все странно вокруг D "
"4262","leiftur"," щито с тобой вообще не так оО stranno","2","  щито с ты вообще не так оО stranno "
"4263","leiftur","Интересно если встречать НГ в пижаме  это будет хороший год","2"," интересно если встречать нга в пижама  это быть хороший год "
"4264","leiftur","Поворот Колеса 
Йоль","2"," поворот колесо "
"4265","leiftur"," нет у меня просто сломалась гарнитура оО","2","  нет у я просто сломаться гарнитур оО "
"4266","leiftur"," ладно убедил","2","  ладно убеждать "
"4267","leiftur"," я даже гарнитуру новую купила и так её и не затестила в скайпе ","2","  я даже гарнитур новый купить и так она и не затестить в скайп  "
"4268","leiftur"," Ух ты комуто не все равно D","2","  ух ты комуто не все равный D "
"4269","leiftur","У меня тут что правда  года твиттеру Оо","2"," у я тут что правда  год твиттер Оо "
"4270","leiftur","Настроение этого утра котзарулём bbcat
Ничерта не мило","2"," настроение этот утро котзаруль bbcat"
"4271","leiftur"," просто наши направления деятельности получаются немного связанными","2","  просто наш направление деятельность получаться немного связанный "
"4272","leiftur"," ага работа связана с рекламой Но вообще я студент ого курса по информационной безопасности","2","  ага работа связывать с реклама но вообще я студент ого курс по информационный безопасность "
"4273","leiftur"," неплохо так Интересно даже я бы сказала Слазила на ваш сайт заценила деятельность респект ","2","  неплохо так интересно даже я бы сказать слазить на ваш сайт заценивать деятельность респект  "
"4274","leiftur"," VPN Эта страшная аббревиатура и в моём дипломе есть Кем ты работаешь говоришь","2","  VPN этот страшный аббревиатура и в мой диплом быть кто ты работать говорить "
"4275","leiftur","Тяжёлый рабочий день Еду в автошколу в маршрутке играет какоето радио Поймала себя на том что считаю секунды их рекламных роликов","2"," тяжелый рабочий день ехать в автошкола в маршрутка играть какоето радио поймать себя на то что считать секунда их рекламный ролик "
"4276","leiftur"," вот бы это так и осталось слухами Очень ж грустно  особенно учитывая то что качество транспортной системы не изменится","2","  вот бы это так и оставаться слух очень ж грустно  особенно учитывать то что качество транспортный система не изменяться "
"4277","leiftur"," нетнетнет только не это ТТ это же на треть больше ","2","  нетнетнуть только не это ТТ это же на треть много  "
"4278","leiftur","  ничего не ссыте раньше времени","2","   ничто не ссать рано время "
"4279","leiftur","  нормальная и у тебя мимими все хорошо будет ","2","   нормальный и у ты мимими все хорошо быть  "
"4280","leiftur","  кстати да такая для девочек тема","2","   кстати да такой для девочка тема "
"4281","leiftur","  повезло с темой","2","   везти с тема "
"4282","leiftur"," вот уж да магия та ещё ","2","  вот уж да магия тот еще  "
"4283","leiftur","Впервые выехала в город Было медленно кмч и одновременно с этим ужасающе быстро педальки Левая нога болит адски автошкола","2"," впервые выезжать в город быть медленно кмч и одновременно с это ужасающий быстро педалька левый нога болеть адски автошкола "
"4284","leiftur"," ну как оно","2","  ну как оно "
"4285","leiftur"," это да но для получения зачета я вполне себе зайчик stranno","2","  это да но для получение зачет я вполне себе зайчик stranno "
"4286","leiftur","Кто зайка  тот получает зачёт по экономике защиты информации
Я  зайка ","2"," кто зайка  тот получать зачет по экономика защита информация"
"4287","leiftur"," ноуп черешенка свою репутацию не запятнала","2","  ноуп черешенка свой репутация не запятнать "
"4288","leiftur","Немного фактов обо мне я недолюбливаю вишню по личным обстоятельствам","2"," немного факт обо я я недолюбливать вишня по личный обстоятельство "
"4289","leiftur"," да","2","  да "
"4290","leiftur","Немножко дотки по четвергам почти становится традицией Окей","2"," немножко доткать по четверг почти становиться традиция окей "
"4291","leiftur","В моей жизни появилось потрясающее предложение работы стримить игры полуголой на спциальном для этого хосте D Ватафак мир stranno","2"," в мой жизнь появляться потрясать предложение работа стримить игра полуголый на спциальный для это хост D ватафак мир stranno "
"4292","leiftur","Купила ботиночки в детском магазине Капризулька  размер
Что ж
Я взрослая самодостаточная девушка я могу это себе позволить D","2"," купить ботиночек в детский магазин капризулька  размер"
"4293","leiftur","Это также бесполезно как коллекционировать маленькие кружки Я кстати коллекционирую маленькие кружки D","2"," это также бесполезно как коллекционировать маленький кружок я кстати коллекционировать маленький кружок D "
"4294","leiftur"," мне и так хватило приключений","2","  я и так хватить приключение "
"4295","leiftur","Чудесное утро что тут скажешь ","2"," чудесный утро что тут сказать  "
"4296","leiftur","Вообще какие только круги я сегодня не прошла ранний подъём аэродром Дэвау первый круг на авто психбольницамедкомиссия Почта России","2"," вообще какой только круг я сегодня не проходить ранний подъем аэродром дэвау первый круг на авто психбольницамедкомиссия почта россия "
"4297","leiftur"," дааа  она самая ты правильно меня понял ","2","  дааа  она самый ты правильно я понимать  "
"4298","leiftur","О МЕРЛИН Я ПРОЕХАЛА СВОЙ ПЕРВЫЙ КРУГ ВАТАФАК ЧТО ЭТО ЗА ЧЁРНАЯ МАГИЯ","2"," о мерлин я проехать свой первый круг ватафак что это за черный магия "
"4299","leiftur"," вариант","2","  вариант "
"4300","leiftur","Это что снег оО 
stranno","2"," это что снег оО "
"4301","leiftur","Удельная цена недоступности D","2"," удельный цена недоступность D "
"4302","leiftur"," Р  Разочарование DD","2","  р  разочарование DD "
"4303","leiftur"," понятия не имею с другими вкусами мне понятно но водка Оо","2","  понятие не иметь с другой вкус я понятно но водка Оо "
"4304","leiftur"," WAT o","2","  WAT o "
"4305","leiftur","Этот мир безумен Абсолютно В нем существует безалкогольная водка  ","2"," этот мир безумный абсолютно в он существовать безалкогольный водка   "
"4306","leiftur","Опечатка дня дноябрь","2"," опечатка день дноябрь "
"4307","leiftur","Девиз последних дней Я передумала  И все сразу меняется","2"," девиз последний день я передумывать  и все сразу меняться "
"4308","leiftur","Ктонибудь знает хорошую типографию с печатью на футболкахтолстовках В Калининграде или с доставкой ","2"," ктонибудь знать хороший типография с печать на футболкахтолстовка в калининград или с доставка  "
"4309","leiftur"," года Не ребенок а черти что ","2","  год не ребенок а черт что  "
"4310","leiftur","Гениальная фраза подруги Или отвали или подкати нормально D О ДА","2"," гениальный фраза подруга или отваливать или подкатить нормально D о да "
"4311","leiftur","Шок недели сестра рассказала что ОКАЗЫВАЕТСЯ вышли уже ВТОРЫЕ Голодные игры и вотвот будут третьи Лол slowpoke","2"," шок неделя сестра рассказывать что оказываться выходить уже второй голодный игра и вотвот быть третий лола slowpoke "
"4312","leiftur","Немного фактов обо мне я не умею пользоваться факсом","2"," немного факт обо я я не уметь пользоваться факс "
"4313","leiftur"," оу внезапно а где
И да мимими спасибо ","2","  оу внезапно а где"
"4314","leiftur"," это ты чего вдруг","2","  это ты чего вдруг "
"4315","leiftur","Это самый верх бюрократического идиотизма который я пока встречала","2"," это самый верх бюрократический идиотизм который я пока встречать "
"4316","leiftur","ТЕАТРабсурда Мне не говорят как включить свет в туалете А вдруг я коварный злоумышленник буду пробираться туда втихаря и включать свет","2"," театрабсурд я не говорить как включать свет в туалет а вдруг я коварный злоумышленник быть пробираться туда втихаря и включать свет "
"4317","leiftur"," ну в областном тоже иногда поют","2","  ну в областной тоже иногда петь "
"4318","leiftur"," ноуп По Музыкальному но почти почти","2","  ноуп по музыкальный но почти почти "
"4319","leiftur","Ходить в кромешной тьме по театру  достаточно страшно И только какието напевы вдалеке creepy","2"," ходить в кромешный тьма по театр  достаточно страшно и только какието напев вдалеке creepy "
"4320","leiftur","Нашла компьютерную игру своего детства  Башня знаний  Ох как же меня штырит ностальгией Воу","2"," находить компьютерный игра свой детство  башня знание  ох как же я штырить ностальгия воу "
"4321","leiftur"," шикарный план что тут ещё скажешь","2","  шикарный план что тут еще сказать "
"4322","leiftur","Кстати да минутка апдейтов в моей жизни Теперь я еще и кандидат в водители ","2"," кстати да минутка апдейт в мой жизнь теперь я еще и кандидат в водитель  "
"4323","leiftur","Когда начинается очередной дотатурнир мне прямо тяжело быть задротом  Как совмещать просмотр игр с моим режимом Никак жизньболь","2"," когда начинаться очередной дотатурнир я прямо тяжело быть задрот  как совмещать просмотр игра с мой режим никак жизньболь "
"4324","leiftur"," мимими ","2","  мимими  "
"4325","leiftur"," бывает отдыхай там ","2","  бывать отдыхать там  "
"4326","leiftur"," секундочку мы не были знакомы в апреле XD","2","  секундочка мы не быть знакомый в апрель XD "
"4327","leiftur"," неоднократно но вот последний раз был весной","2","  неоднократно но вот последний раз быть весной "
"4328","leiftur"," ну да не без этого и у меня ","2","  ну да не без это и у я  "
"4329","leiftur","Я так скучаю по Москве stranno","2"," я так скучать по москва stranno "
"4330","leiftur","Спасибо  за жребьевку с BigDaddy Такой заряд позитива lt","2"," спасибо  за жребьевка с BigDaddy такой заряд позитив lt "
"4331","leiftur","Спасибо МТС за неоднократные звонки в воскресное утро чтобы узнать о качестве обслуживания Ведь именно так я люблю просыпаться ага","2"," спасибо мтс за неоднократный звонок в воскресный утро чтобы узнавать о качество обслуживание ведь именно так я любить просыпаться ага "
"4332","leiftur"," поздравляю шикарного отдыха тебе дорогая ","2","  поздравлять шикарный отдых ты дорогой  "
"4333","leiftur","Мой смартфон внезапно умер ровно за  недели до своего двухлетия Говоря откровенно ощущаю себя как без рук ","2"," мой смартфон внезапно умирать ровно за  неделя до свой двухлетие говорить откровенно ощущать себя как без рука  "
"4334","YenaLicht",NA,"5"," NA "
"4335","sh_fitzwalter","больше подходит моему университету перед зимней сессией ","5"," много подходить мой университет перед зимний сессия  "
"4336","sh_fitzwalter"," чёрт опять захотелось перечитать притом что последний раз перечитывала всего месяц назад","5","  черт опять захотеться перечитывать притом что последний раз перечитывать всего месяц назад "
"4337","sh_fitzwalter","Когда понимаешь какое невообразимое говно ты снял и испытываешь необходимость хоть както оправдаться ","5"," когда понимать какой невообразимый гавно ты снимать и испытывать необходимость хоть както оправдываться  "
"4338","sh_fitzwalter","судя по состоянию моих финансов начну уже на этот новый год ","5"," судя по состояние мой финансы начинать уже на этот новый год  "
"4339","sh_fitzwalter"," полистала и поняла что вряд ли буду читать  не мой сорт слезоточивого фикла  
но сейчас поору в вас по другому поводу","5","  полистать и понимать что вряд ли быть читать  не мой сорт слезоточивый фикать  "
"4340","sh_fitzwalter"," какое чудесное направление  спасибо","5","  какой чудесный направление  спасибо "
"4341","sh_fitzwalter","  ой а что за трилогия","5","   ой а что за трилогия "
"4342","sh_fitzwalter","а вот и спортивное оборудование необходимое чтобы выполнять моё любимое упражнение лёж лёжа ","5"," а вот и спортивный оборудование необходимый чтобы выполнять мой любимый упражнение леж лежа  "
"4343","sh_fitzwalter","Листаю русский перевод надо сказать старокастильский оригинал местами был понятнее хотя я не знаю кастильского ","5"," листать русский перевод надо сказать старокастильский оригинал место быть понятно хотя я не знать кастильский  "
"4344","sh_fitzwalter","нашла филиал галиру на рутрекере точнее он нашёл меня ","5"," находить филиал галира на рутрекер точно он находить я  "
"4345","sh_fitzwalter","воистину хвала ","5"," воистину хвала  "
"4346","sh_fitzwalter"," ENGAGE","5","  ENGAGE "
"4347","sh_fitzwalter"," непременно Очень красивая постановка вот только насчёт озвучки не знаю  мы смотрели с субтитрами","5","  непременно очень красивый постановка вот только насчет озвучка не знать  мы смотреть с субтитр "
"4348","sh_fitzwalter"," youre saying the sweetest things","5","  youre saying the sweetest things "
"4349","sh_fitzwalter"," Бодлера надеюсь","5","  бодлер надеяться "
"4350","sh_fitzwalter","Какая же романтика без сильной фиксации ","5"," какой же романтика без сильный фиксация  "
"4351","sh_fitzwalter"," отличная идея для подарков с намёком","5","  отличный идея для подарок с намек "
"4352","sh_fitzwalter"," четвёртый пункт забыли ","5","  четвертый пункт забывать  "
"4353","sh_fitzwalter"," не странно а АУТЕНТИЧНО","5","  не странно а аутентичный "
"4354","sh_fitzwalter"," туда","5","  туда "
"4355","sh_fitzwalter"," я тоже люблю лук
но не запах лука в закрытом помещении","5","  я тоже любить лук"
"4356","sh_fitzwalter","Когда не уверен шаурма или шаверма ","5"," когда не уверенный шаурма или шаверма  "
"4357","sh_fitzwalter","Сходили на Макбета полному погружению в атмосферу эпохи способствовали костюмы актёров а также то что в зале весь сеанс пахло сырым луком","5"," сходить на макбет полный погружение в атмосфера эпоха способствовать костюм актер а также то что в зал весь сеанс пахнуть сырой лук "
"4358","sh_fitzwalter","это я в каждом разговоре с мамой ","5"," это я в каждый разговор с мама  "
"4359","sh_fitzwalter","  как раз смотрела сейчас blackadder и на prince edmund  peasant вспоминала my lord  stormtrooper","5","   как раз смотреть сейчас blackadder и на prince edmund  peasant вспоминать my lord  stormtrooper "
"4360","sh_fitzwalter"," ","5","   "
"4361","sh_fitzwalter"," танцы со звездами танцы на льду со звездами столкновение со звездами","5","  танец со звезда танец на лед со звезда столкновение со звезда "
"4362","sh_fitzwalter"," 
революционер из меня так себе","5","  "
"4363","sh_fitzwalter"," как возможен галактический пожар если галактика состоит преимущественно из безвоздушного пространства","5","  как возможный галактический пожар если галактика состоять преимущественно из безвоздушный пространство "
"4364","sh_fitzwalter","  лет ПБЯ а у них до сих пор Сопротивление Новой Республики нет
 Кому они сопротивляются
 Наверное как и до этого Здравому смыслу","5","   год пбя а у они до сей пора сопротивление новый республика нет"
"4365","sh_fitzwalter"," бог миловал Я подружка невесты ","5","  бог миловать я подружка невеста  "
"4366","sh_fitzwalter","А отец купил упаковку селёдки и кажется планирует завернуть в неё нас с мамой ","5"," а отец купить упаковка селедка и кажется планировать завертывать в она мы с мама  "
"4367","sh_fitzwalter","Стоматолог велел несколько дней есть только мягкую пищу я ответила ну наконецто и немедленно купила на ужин баллончик взбитых сливок","5"," стоматолог велеть несколько день быть только мягкий пища я отвечать ну наконецто и немедленно купить на ужин баллончик взбивать сливки "
"4368","sh_fitzwalter"," я кстати в детстве вообще почти не обращала на него внимания а сейчас перечитала и поняла вот он мой герой","5","  я кстати в детство вообще почти не обращать на он внимание а сейчас перечитывать и понимать вот он мой герой "
"4369","sh_fitzwalter","пришла сегодня в гости и почти с порога спросила можно ли мне прилечь думаю теперь не пора ли менять фамилию","5"," приходить сегодня в гость и почти с порог спрашивать можно ли я прилегать думать теперь не пора ли менять фамилия "
"4370","sh_fitzwalter"," не уверена что у некоторых они вообще были","5","  не уверенный что у некоторые они вообще быть "
"4371","sh_fitzwalter","Врач сказал прикладывать к лицу холодное выхожу на улицу и прикладываю к лицу окружающую действительность","5"," врач сказать прикладывать к лицо холодный выходить на улица и прикладывать к лицо окружающий действительность "
"4372","sh_fitzwalter"," не извиняйтесь примерно так я сейчас и выгляжу","5","  не извиняться примерно так я сейчас и выглядеть "
"4373","sh_fitzwalter","РЕКОМЕНДАЦИЯ  УЛЫБАЙТЕСЬ ПРЕВОЗМОГАЯ БОЛЬ ","5"," рекомендация  улыбаться превозмогать боль  "
"4374","sh_fitzwalter"," Воруют конечно Воруют фуры сливают бензин А один парень украл партию адреналин раша на  миллиона
 и с тех пор никогда не спал","5","  воровать конечно воровать фура сливать бензин а один парень украсть партия адреналин раша на  миллион"
"4375","sh_fitzwalter"," бля я так смеюсь","5","  бля я так смеяться "
"4376","sh_fitzwalter","Отличные варианты но на самом деле внутри НИЧЕГО Пустой пакет Может специально поставили для невесты С большой любительницы Сартра","5"," отличный вариант но на самый дело внутри ничто пустой пакет мочь специально поставлять для невеста с большой любительница сартр "
"4377","sh_fitzwalter","Нашли в свадебном салоне такой пакет Угадайте что внутри ","5"," находить в свадебный салон такой пакет угадывать что внутри  "
"4378","sh_fitzwalter","  я смотрю вы себе нашли занятие до самого июня ","5","   я смотреть вы себя находить занятие до самый июнь  "
"4379","sh_fitzwalter"," всегда хочу но отдельно уже вряд ли успею Можем завтра воспользоваться гостеприимством  вместе если Джо не против ","5","  всегда хотеть но отдельно уже вряд ли успевать мочь завтра воспользоваться гостеприимство  вместе если джо не против  "
"4380","sh_fitzwalter"," ура Я напишу тогда как освобожусь ","5","  ура я написать тогда как освобождаться  "
"4381","sh_fitzwalter"," звучит интригующе А вы дома завтра днём Я освобожусь примерно в час на киевской ","5","  звучать интригующий а вы дома завтра день я освобождаться примерно в час на киевский  "
"4382","sh_fitzwalter"," к на примерно  обычных клиник и  со стоматологией но это с корпоративной скидкой  сколько без скидки я не знаю ","5","  к на примерно  обычный клиника и  со стоматология но это с корпоративный скидка  сколько без скидка я не знать  "
"4383","sh_fitzwalter"," 
хотя это конечно так себе реплика от человека который купил годовой дмс в Москве и почти сразу уехал на год в Питер","5","  "
"4384","sh_fitzwalter"," хз помоему дешевле один раз купить дмс чем платить не только за лечение но ещё и за билеты","5","  хз помоему дешево один раз купить дмс что платить не только за лечение но еще и за билет "
"4385","sh_fitzwalter"," у меня есть даже более фантастические новости напишу вам вечером приготовьтесь охуеть","5","  у я быть даже более фантастический новость написать вы вечер приготавливаться охуевать "
"4386","sh_fitzwalter","Турникет для пассажиров с культурным багажом","5"," турникет для пассажир с культурный багаж "
"4387","sh_fitzwalter"," почему Потому что этот город создан для боли и страдания","5","  почему потому что этот город создавать для боль и страдание "
"4388","sh_fitzwalter"," Blackadder  сезон","5","  Blackadder  сезон "
"4389","sh_fitzwalter","","5","  "
"4390","sh_fitzwalter","","5","  "
"4391","sh_fitzwalter","Задержалась на несколько дней в Москве чтобы полечиться ну то есть четыре часа проведу у стоматолога и сто четыре  дома обнимая кошку","5"," задерживаться на несколько день в москва чтобы полечиться ну то быть четыре час проводить у стоматолог и сто четыре  дом обнимать кошка "
"4392","sh_fitzwalter"," показывал но я с удовольствием посмотрела ещё раз ","5","  показывать но я с удовольствие посмотреть еще раз  "
"4393","sh_fitzwalter"," 
вообще у меня просто большой талант к вырыванию из контеста","5","  "
"4394","sh_fitzwalter"," я больше скажу вот это например был Умберто Эко","5","  я больше сказать вот это например быть умберто эко "
"4395","sh_fitzwalter","Интересно не писал ли этот парень про котиков ","5"," интересно не писать ли этот парень про котиков  "
"4396","sh_fitzwalter","интересно долго ли ждать порнопародий на порнопародии","5"," интересно долго ли ждать порнопародия на порнопародия "
"4397","sh_fitzwalter"," приятного просмотра ","5","  приятный просмотр  "
"4398","sh_fitzwalter","вообще конечно порнопародия на рокки хоррор  это как алкопародия на особенности национальной рыбалки","5"," вообще конечно порнопародия на рокки хоррор  это как алкопародия на особенность национальный рыбалка "
"4399","sh_fitzwalter","Узнала о существовании порнопародии на rockie horror picture show с танцами и песнями lets have an orgy again на мотив time warp","5"," узнавать о существование порнопародия на rockie horror picture show с танец и песня lets have an orgy again на мотив time warp "
"4400","sh_fitzwalter","Наверное в магазине ему объяснили что наступление нового года несколько вероятнее наступления третьей мировой","5"," наверное в магазин он объяснять что наступление новый год несколько вероятный наступление третий мировой "
"4401","sh_fitzwalter","Отец посмотрел новости и решительно ушёл в магазин за солью сахаром и спичками вернулся через  часа с мандаринами пирожными и шоколадом","5"," отец посмотреть новость и решительно уходить в магазин за соль сахар и спичка вернуться через  час с мандарин пирожный и шоколад "
"4402","sh_fitzwalter","И круг этот всё теснее ","5"," и круг этот все тесно  "
"4403","sh_fitzwalter","nope we are OVERHUMAN ","5"," nope we are OVERHUMAN  "
"4404","sh_fitzwalter","Не знаю насчёт женщин вообще но лично мне за последние несколько лет досталось порядочно ","5"," не знать насчет женщина вообще но лично я за последний несколько год доставаться порядочно  "
"4405","sh_fitzwalter"," я хорошая","5","  я хороший "
"4406","sh_fitzwalter","Всякий кому случалось побывать в Шварцвальде скажет вам что ","5"," всякий кто случаться побывать в шварцвальд сказать вы что  "
"4407","sh_fitzwalter"," ну не знаю у меня такой язык и мир Полудня вообще ни в какую не воспринимаются вместе","5","  ну не знать у я такой язык и мир полдень вообще ни в какой не восприниматься вместе "
"4408","sh_fitzwalter","хамон или пармезан ","5"," хамон или пармезан  "
"4409","sh_fitzwalter","Нашла фото пятилетней давности где Ри рыжая а я красноволосая ну и мужик влез какойто испортил нам весь кадр ","5"," находить фото пятилетний давность где Ри рыжий а я красноволосый ну и мужик влезать какойто испортить мы весь кадр  "
"4410","sh_fitzwalter"," а картинка с леди лукхэдшот у вас есть","5","  а картинка с леди лукхэдшот у вы быть "
"4411","sh_fitzwalter","косплеим леонида андреевича горбовского
легли и лежим","5"," косплеить леонид андреевич горбовский"
"4412","sh_fitzwalter"," Мы несколько раз заводили кошек но они почемуто довольно быстро умирали
 Вы пробовали их кормить","5","  мы несколько раз заводить кошка но они почемуто довольно быстро умирать"
"4413","sh_fitzwalter"," поздно увидела 

да и всё равно вся эта картина роскошной жизни в одно селфи вряд ли бы влезла","5","  поздно увидеть "
"4414","sh_fitzwalter","I find your lack of movement disturbing ","5"," I find your lack of movement disturbing  "
"4415","sh_fitzwalter","В пижаме и на каблуках в два часа дня завтракаю в макдоналдсе  если не это критерий успеха по жизни то что","5"," в пижама и на каблук в два час день завтракать в макдоналдс  если не это критерий успех по жизнь то что "
"4416","sh_fitzwalter","напилась вина объелась конфет надела пижаму и умираю от одиночества","5"," напиваться вино объедаться конфета надевать пижама и умирать от одиночество "
"4417","sh_fitzwalter"," я бы прочитала этот реплай но мне ТЯЖЕЛО","5","  я бы прочитывать этот реплай но я тяжело "
"4418","sh_fitzwalter","Слава рассказывает правила игры в мафию я рассказываю про паблик рыбы пытаются читать сидим и бормочем не понимаю тяжело я рыба","5"," слава рассказывать правило игра в мафия я рассказывать про паблик рыба пытаться читать сидеть и бормотать не понимать тяжело я рыба "
"4419","sh_fitzwalter"," Включи музыку
 У меня есть грустная или порнографическая
 Порнографическую
 все молча со сложными лицами сидят под spiritual front","5","  включать музыка"
"4420","sh_fitzwalter"," well done","5","  well done "
"4421","sh_fitzwalter"," Ну как ты там  спрашивает бабушка  работаешь Или хозяйство ведёшь
 Веду  киваю я  Прямо в ад","5","  ну как ты там  спрашивать бабушка  работать или хозяйство вести"
"4422","sh_fitzwalter","и здесь бордель не сильно отличается от университета ","5"," и здесь бордель не сильно отличаться от университет  "
"4423","eina_grally"," интригаинтрига","2","  интригаинтрига "
"4424","eina_grally"," локальный Остров х  а зачем ты это делал","2","  локальный остров х  а зачем ты это делать "
"4425","eina_grally"," да ты в тренде","2","  да ты в тренд "
"4426","eina_grally"," awww я хочу быть как этот тюлень","2","  awww я хотеть быть как этот тюлень "
"4427","eina_grally","   я вообще не понимаю откуда у нас четверых взялась проблема не с кем выпить","2","    я вообще не понимать откуда у мы четверо взяться проблема не с кто выпивать "
"4428","eina_grally","   и я с вами","2","    и я с вы "
"4429","eina_grally","К нам на конференцию должен был приехать профессор Реддл Но сказали не приедет здоровье не позволяет","2"," к мы на конференция должный быть приезжать профессор реддл но сказать не приезжать здоровье не позволять "
"4430","eina_grally"," милота","2","  милот "
"4431","eina_grally"," не я точно помню я говорила что у меня телефон показывает что заряжается а сам не заряжается и ты сказал купить новый","2","  не я точно помнить я говорить что у я телефон показывать что заряжаться а сам не заряжаться и ты сказать купить новый "
"4432","eina_grally"," ты","2","  ты "
"4433","eina_grally"," мне в этой мастерской когда я описала проблему сказали новый купить","2","  я в этот мастерская когда я описывать проблема сказать новый купить "
"4434","eina_grally"," связаться со мной никак  телефон сдох окончательно личные сообщения не открываются","2","  связываться со я никак  телефон сдыхать окончательно личный сообщение не открываться "
"4435","eina_grally"," и еще Скворцов в раскоп спускается шлифуя жопой грязь а где кусок керамики что я нашел вчерась","2","  и еще скворцов в раскоп спускаться шлифовать жопа грязь а где кусок керамика что я находить вчерася "
"4436","eina_grally","    видишь там на отваале стоит Костя Скворцоов","2","     видеть там на отвааль стоять костя скворцоов "
